name,cod_distrito,distrito,geometry
El Bombín de Sabina,1,Centro,POINT (-3.7117506 40.410247)
El Bosco,5,Chamartín,POINT (-3.6765888 40.4713465)
El Botero,15,Ciudad Lineal,POINT (-3.6349748 40.4451731)
El Botánico,1,Centro,POINT (-3.6912761 40.4128754)
El Brasero de Don Pedro,21,Barajas,POINT (-3.5712739 40.4493624)
El Brillante,2,Arganzuela,POINT (-3.6928819 40.408608)
El Buda Feliz,1,Centro,POINT (-3.7056049 40.4211562)
El Buha,1,Centro,POINT (-3.6981789 40.4231393)
El Bund,15,Ciudad Lineal,POINT (-3.6584638 40.4567024)
El Buti,1,Centro,POINT (-3.7108595 40.4164792)
El Cacique,5,Chamartín,POINT (-3.6854244 40.4627169)
El Caciquito,5,Chamartín,POINT (-3.6854431 40.4625498)
El Café de la Ópera,1,Centro,POINT (-3.7101791 40.4187761)
El Calamar,1,Centro,POINT (-3.705676 40.4156642)
El Calamar,1,Centro,POINT (-3.7085583 40.4143147)
El Caldero,1,Centro,POINT (-3.7000049 40.4139063)
El Caldero,3,Retiro,POINT (-3.6809295 40.402535)
El Camarote,1,Centro,POINT (-3.7107998 40.4116626)
El Campanario,18,Villa de Vallecas,POINT (-3.6212092 40.3804882)
El Campesino,1,Centro,POINT (-3.6947574 40.4104087)
El Canalla,1,Centro,POINT (-3.7103622 40.4119082)
El Cantonet,8,Fuencarral-El Pardo,POINT (-3.7027491 40.5044578)
El Capataz,6,Tetuán,POINT (-3.6944411 40.449058)
El Capirote de Granada,7,Chamberí,POINT (-3.6974959 40.4405299)
El Capricho,7,Chamberí,POINT (-3.7090754 40.4308372)
El Capricho Extremeño,1,Centro,POINT (-3.7083221 40.4071978)
El Capricho de Abascal,7,Chamberí,POINT (-3.6958274 40.4384166)
El Capricho del Duque,4,Salamanca,POINT (-3.6751843 40.4223412)
El Caral,3,Retiro,POINT (-3.6803686 40.4025219)
El Cardeño,5,Chamartín,POINT (-3.6849376 40.4502011)
El Caribe,9,Moncloa-Aravaca,POINT (-3.7252756 40.4244129)
El Casal de Pepa,3,Retiro,POINT (-3.6709092 40.4063893)
El Castizo de Alcalá,1,Centro,POINT (-3.6999196 40.4179016)
El Cañeo,21,Barajas,POINT (-3.5868915 40.4574649)
El Centinela de Quevedo,7,Chamberí,POINT (-3.7107569 40.4341664)
El Central,16,Hortaleza,POINT (-3.6636138 40.5016652)
El Chaflan,5,Chamartín,POINT (-3.6743262 40.4669664)
El Chaflán del Bulevar,19,Vicálvaro,POINT (-3.6206469 40.4013283)
El Chalán del Norte,13,Puente de Vallecas,POINT (-3.6634789 40.3968528)
El Chaparrito,1,Centro,POINT (-3.7101204 40.4156855)
El Chiscón,4,Salamanca,POINT (-3.681808 40.4225777)
El Chulo,1,Centro,POINT (-3.7088582 40.4197091)
El Cisne,7,Chamberí,POINT (-3.7136633 40.4258193)
El Club Allard,1,Centro,POINT (-3.7142894 40.4232409)
El Cocinillas,1,Centro,POINT (-3.7011574 40.4246907)
El Cogollo de la Descarga,1,Centro,POINT (-3.7081706 40.4169967)
El Cogollo de la Descarga,1,Centro,POINT (-3.7066613 40.4143179)
El Colmao,1,Centro,POINT (-3.6983824 40.4202796)
El Conde,16,Hortaleza,POINT (-3.6396753 40.4650949)
El Cordero,6,Tetuán,POINT (-3.69732 40.4636024)
El Corner,4,Salamanca,POINT (-3.6727972 40.4240797)
El Cortijo,10,Latina,POINT (-3.7426609 40.405509)
El Coto del Casar,5,Chamartín,POINT (-3.6685604 40.4413949)
El Coto del Casar,5,Chamartín,POINT (-3.6686641 40.441448)
El Cruce,8,Fuencarral-El Pardo,POINT (-3.6860483 40.491298)
El Cruce,5,Chamartín,POINT (-3.6719784 40.4475614)
El Cucurucho del Mar,1,Centro,POINT (-3.706068 40.4192126)
El Desván,20,San Blas-Canillejas,POINT (-3.6138657 40.4204434)
El Ducado,1,Centro,POINT (-3.7195403 40.4132887)
El Duero,7,Chamberí,POINT (-3.7076511 40.4256274)
El Duero,10,Latina,POINT (-3.7655525 40.3879137)
El Economato,1,Centro,POINT (-3.6967452 40.4243117)
El Económico,1,Centro,POINT (-3.6995524 40.4083556)
El Edén Gastrobar,1,Centro,POINT (-3.7109427 40.4239135)
El Emperador,11,Carabanchel,POINT (-3.7512116 40.3744619)
El Encuentro,20,San Blas-Canillejas,POINT (-3.6321338 40.4302922)
El Enigma,10,Latina,POINT (-3.7604207 40.3891801)
El Ensanche,18,Villa de Vallecas,POINT (-3.6127344 40.3706331)
El Escaldón,1,Centro,POINT (-3.7100887 40.4130591)
El Escarpín,1,Centro,POINT (-3.7076313 40.4178177)
El Escondite Jamonal,8,Fuencarral-El Pardo,POINT (-3.6958009 40.4833027)
El Escondite de Villanueva,4,Salamanca,POINT (-3.6860497 40.422341)
El Esfuerzo,6,Tetuán,POINT (-3.7105481 40.4525449)
El Espigón,6,Tetuán,POINT (-3.6914668 40.462889)
El Esquinazo,14,Moratalaz,POINT (-3.6616438 40.4024388)
El Exquisito,16,Hortaleza,POINT (-3.6699336 40.4912771)
El Flaco,5,Chamartín,POINT (-3.67043 40.448442)
El Fogón,6,Tetuán,POINT (-3.6935397 40.4637193)
El Fogón Asturiano,15,Ciudad Lineal,POINT (-3.6483926 40.4336033)
El Fogón Verde,1,Centro,POINT (-3.6939658 40.4122937)
El Fogón de Pedro,19,Vicálvaro,POINT (-3.5913294 40.4045929)
El Fogón de Trifón,4,Salamanca,POINT (-3.6718133 40.4270471)
El Fogón de Usera,12,Usera,POINT (-3.7076613 40.3878456)
El Fontán,1,Centro,POINT (-3.7006566 40.4164328)
El Frisón,9,Moncloa-Aravaca,POINT (-3.7335455 40.4255533)
El Frontón de Tito,20,San Blas-Canillejas,POINT (-3.6253108 40.4379412)
El Gallego,1,Centro,POINT (-3.7081199 40.4144871)
El Gallo Canta,1,Centro,POINT (-3.6957067 40.4134718)
El Gamo,8,Fuencarral-El Pardo,POINT (-3.7765953 40.5196885)
El Gamo,8,Fuencarral-El Pardo,POINT (-3.7763734 40.5197711)
El Garnacho,21,Barajas,POINT (-3.60881 40.4877893)
El Garrotín,6,Tetuán,POINT (-3.6990918 40.454456)
El Gato,15,Ciudad Lineal,POINT (-3.6632499 40.438892)
El Gato Persa,1,Centro,POINT (-3.6926318 40.4233452)
El Gaucho,1,Centro,POINT (-3.7072301 40.4198218)
El Gaucho,1,Centro,POINT (-3.7095454 40.4227793)
El Gaucho,1,Centro,POINT (-3.7031236 40.418183)
El Goloso Ecuatoriano,10,Latina,POINT (-3.7403224 40.3921075)
El Gran Azul,5,Chamartín,POINT (-3.6764013 40.45962)
El Gran Barril,4,Salamanca,POINT (-3.6730465 40.4248048)
El Güelu Madrid,6,Tetuán,POINT (-3.6928619 40.4567949)
El Hombre Pez,4,Salamanca,POINT (-3.683103 40.4344413)
El Horno De Juan,7,Chamberí,POINT (-3.7117896 40.4376634)
El Hortera,1,Centro,POINT (-3.7050703 40.4150191)
El Horóscopo,2,Arganzuela,POINT (-3.6929658 40.3958134)
El Huarique,10,Latina,POINT (-3.7618419 40.388058)
El Huerto de Lucas - Mercado ecológico,1,Centro,POINT (-3.6959906 40.4237721)
El Hórreo Asturiano,6,Tetuán,POINT (-3.6875902 40.4624068)
El Hórreo de Llanes,15,Ciudad Lineal,POINT (-3.6536234 40.4322156)
El Imparcial,1,Centro,POINT (-3.7059768 40.4119989)
El Imperio,7,Chamberí,POINT (-3.7103662 40.4351166)
El Inca,1,Centro,POINT (-3.696217 40.4226687)
El Ingenio,1,Centro,POINT (-3.7098061 40.4213363)
El Inti de Oro,1,Centro,POINT (-3.6989812 40.415621)
El Invernadero Rodrigo de la Calle,7,Chamberí,POINT (-3.6989602 40.4445956)
El Jalapeño,5,Chamartín,POINT (-3.6865924 40.4618808)
El Jamonal,1,Centro,POINT (-3.7068674 40.4200933)
El Japo,7,Chamberí,POINT (-3.7032026 40.429316)
El Jardín,1,Centro,POINT (-3.7017311 40.4155198)
El Jardín,2,Arganzuela,POINT (-3.708741 40.3924965)
El Jardín III,18,Villa de Vallecas,POINT (-3.6024825 40.3647735)
El Jardín de Arzábal,2,Arganzuela,POINT (-3.6935614 40.4081081)
El Jardín de La Máquina,9,Moncloa-Aravaca,POINT (-3.8079599 40.4658981)
El Jardín de Orfila,7,Chamberí,POINT (-3.6932173 40.4272674)
El Jardín de Somontes,8,Fuencarral-El Pardo,POINT (-3.757158 40.4897321)
El Jardín del Palacio,20,San Blas-Canillejas,POINT (-3.6166931 40.4615669)
El Jeque,1,Centro,POINT (-3.7030352 40.4195344)
El K-pricho,10,Latina,POINT (-3.7253929 40.392693)
El Kiosco Del Pan,4,Salamanca,POINT (-3.6772178 40.4288566)
El Kiosko,16,Hortaleza,POINT (-3.6591385 40.4951476)
El Kiosko,7,Chamberí,POINT (-3.7173111 40.4259803)
El Kiosko,4,Salamanca,POINT (-3.6861892 40.4364074)
El Kiosko Valdebebas,16,Hortaleza,POINT (-3.6157668 40.4863233)
El Labrador,9,Moncloa-Aravaca,POINT (-3.717818 40.4314274)
El Labriego,1,Centro,POINT (-3.7074591 40.4194108)
El Lacón,1,Centro,POINT (-3.6992261 40.415143)
El Lagar,9,Moncloa-Aravaca,POINT (-3.7199149 40.4286873)
El Landó,1,Centro,POINT (-3.7150555 40.4118205)
El Laurel Natural,3,Retiro,POINT (-3.6766365 40.4050724)
El León de Oro,1,Centro,POINT (-3.6989568 40.4139047)
El Liberal,21,Barajas,POINT (-3.5875248 40.4697035)
El Limonero,6,Tetuán,POINT (-3.6951836 40.4635375)
El Luarqués,1,Centro,POINT (-3.6990329 40.4153702)
El Lugar de Martina,1,Centro,POINT (-3.7055439 40.4214641)
El Lugarcito,7,Chamberí,POINT (-3.7086797 40.4256409)
El Madroño,1,Centro,POINT (-3.7088298 40.413677)
El Madroño,1,Centro,POINT (-3.7079139 40.4140365)
El Manantial,1,Centro,POINT (-3.7031781 40.4180771)
El Mandil,1,Centro,POINT (-3.7011521 40.4237643)
El Marginal,3,Retiro,POINT (-3.6739416 40.4183)
El Maño,7,Chamberí,POINT (-3.7083142 40.426805)
El Mentidero de la Villa,7,Chamberí,POINT (-3.6938954 40.4291329)
El Mercado de Montiz,10,Latina,POINT (-3.7548689 40.4005868)
El Merendero,10,Latina,POINT (-3.7499963 40.4105319)
El Mesón de Fuencarral,8,Fuencarral-El Pardo,POINT (-3.6935078 40.5289203)
El Mirador de Alma,15,Ciudad Lineal,POINT (-3.651312 40.4485076)
El Mirador de Legazpi,2,Arganzuela,POINT (-3.6952074 40.3916982)
El Molino,6,Tetuán,POINT (-3.692053 40.465863)
El Mollete,1,Centro,POINT (-3.7105593 40.4198376)
El Mono de la Pila,1,Centro,POINT (-3.698648 40.4118168)
El Mundo,18,Villa de Vallecas,POINT (-3.6228638 40.3807476)
El Nido,16,Hortaleza,POINT (-3.6594433 40.4950774)
El Nido,4,Salamanca,POINT (-3.6802537 40.4346617)
El Ninot,8,Fuencarral-El Pardo,POINT (-3.6858483 40.5050964)
El Nuevo Zaguan,9,Moncloa-Aravaca,POINT (-3.7832143 40.4590989)
El Oso,16,Hortaleza,POINT (-3.6572587 40.5059739)
El Padre,4,Salamanca,POINT (-3.6874038 40.4287604)
El Palike,4,Salamanca,POINT (-3.6739392 40.4224587)
El Papelón,9,Moncloa-Aravaca,POINT (-3.7175898 40.4342422)
El Papelón,1,Centro,POINT (-3.7037386 40.4141285)
El Paraguas,4,Salamanca,POINT (-3.6856638 40.423765)
El Parque,7,Chamberí,POINT (-3.7160812 40.4345186)
El Parque,10,Latina,POINT (-3.7605147 40.3888443)
El Patio,1,Centro,POINT (-3.6995917 40.4170391)
El Patio,16,Hortaleza,POINT (-3.6676858 40.4868701)
El Patio de Atocha,1,Centro,POINT (-3.7010604 40.4129861)
El Patio de La Tomasa,7,Chamberí,POINT (-3.6991937 40.4388885)
El Patio del Fisgón,7,Chamberí,POINT (-3.6974298 40.4329269)
El Patio del Fisgón,4,Salamanca,POINT (-3.6831538 40.4289984)
El Patio del Indiano,19,Vicálvaro,POINT (-3.6058424 40.409794)
El Pato Mudo,1,Centro,POINT (-3.7082032 40.4187322)
El Patrón Taquería,1,Centro,POINT (-3.7076454 40.4164358)
El Pelotari,1,Centro,POINT (-3.6907431 40.4222351)
El Peregrino,8,Fuencarral-El Pardo,POINT (-3.7069933 40.5043246)
El Perejil,16,Hortaleza,POINT (-3.6126459 40.4867073)
El Perro Gamberro,4,Salamanca,POINT (-3.6677725 40.4263489)
El Perro Y La Galleta Castelló,4,Salamanca,POINT (-3.6815566 40.4231551)
El Perro y La Galleta - Restaurante Retiro,4,Salamanca,POINT (-3.6873709 40.4205392)
El Perro y La Galleta - Restaurante en Chamberí Madrid,7,Chamberí,POINT (-3.7037486 40.4293982)
El Perro y La Galleta - Restaurante en Valdebebas,16,Hortaleza,POINT (-3.6118137 40.4884179)
El Perro y la Galleta,7,Chamberí,POINT (-3.7006707 40.4266085)
El Perro y la Galleta - Restaurante en Malasaña,1,Centro,POINT (-3.7036864 40.4226811)
El Pescador,8,Fuencarral-El Pardo,POINT (-3.7071092 40.5033734)
El Pescaíto,4,Salamanca,POINT (-3.6744409 40.4225215)
El Pez Gordo,1,Centro,POINT (-3.7040127 40.4228396)
El Pezcador,1,Centro,POINT (-3.7001867 40.4209054)
El Pico,7,Chamberí,POINT (-3.7040149 40.4277183)
El Picoteo de Malasaña,7,Chamberí,POINT (-3.7028896 40.428534)
El Pimiento Verde,4,Salamanca,POINT (-3.6853756 40.4264939)
El Pinar,8,Fuencarral-El Pardo,POINT (-3.7837804 40.5364479)
El Pinchito,5,Chamartín,POINT (-3.6715631 40.4436137)
El Piornal,9,Moncloa-Aravaca,POINT (-3.7253509 40.4244607)
El Pitaco,15,Ciudad Lineal,POINT (-3.6499665 40.4438591)
El Porche,21,Barajas,POINT (-3.5826133 40.4708744)
El Porrón Canalla,1,Centro,POINT (-3.7035588 40.4211658)
El Porto,10,Latina,POINT (-3.7518806 40.4011609)
El Prado prado,11,Carabanchel,POINT (-3.7379822 40.3893603)
El Puchero,18,Villa de Vallecas,POINT (-3.6397826 40.3869403)
El Puerto de Vigo,7,Chamberí,POINT (-3.7178265 40.4268407)
El Quinto Gallego,8,Fuencarral-El Pardo,POINT (-3.6994481 40.4873225)
El Qüenco de Pepa,5,Chamartín,POINT (-3.6845822 40.4601328)
El Racó,15,Ciudad Lineal,POINT (-3.6384083 40.4424437)
El Ranchito,10,Latina,POINT (-3.7334887 40.3955379)
El Rancho,2,Arganzuela,POINT (-3.7180839 40.401396)
El Rancho de Santa África,6,Tetuán,POINT (-3.6961834 40.4489672)
El Ratito,15,Ciudad Lineal,POINT (-3.6341149 40.4441386)
El Refugio,7,Chamberí,POINT (-3.707795 40.4407565)
El Rescoldo,4,Salamanca,POINT (-3.6722178 40.4309023)
El Respiro,1,Centro,POINT (-3.6982776 40.4202507)
El Retoñar,7,Chamberí,POINT (-3.706278 40.4286149)
El Rey de las Tortillas,7,Chamberí,POINT (-3.7143918 40.4320798)
El Ricón De La Tortilla Bar & Café,18,Villa de Vallecas,POINT (-3.5868244 40.3621984)
El Rincon del Chifa,10,Latina,POINT (-3.7617321 40.3882119)
El Rinconcito Andaluz,14,Moratalaz,POINT (-3.6587748 40.3986357)
El Rincón,1,Centro,POINT (-3.6979464 40.4151811)
El Rincón Asturiano,2,Arganzuela,POINT (-3.6922626 40.4039772)
El Rincón Asturiano,2,Arganzuela,POINT (-3.6899814 40.4026819)
El Rincón Barriero,11,Carabanchel,POINT (-3.7544813 40.3697776)
El Rincón Criollo,11,Carabanchel,POINT (-3.7516925 40.3866834)
El Rincón Gourmet,6,Tetuán,POINT (-3.7035517 40.4763648)
El Rincón Guanako,12,Usera,POINT (-3.7024142 40.3817717)
El Rincón Murciano,4,Salamanca,POINT (-3.6731122 40.4353885)
El Rincón Tulueño,11,Carabanchel,POINT (-3.7483641 40.3791604)
El Rincón Venezolano,6,Tetuán,POINT (-3.7092864 40.4513982)
El Rincón de Anita,5,Chamartín,POINT (-3.6740448 40.4518945)
El Rincón de Asturias,2,Arganzuela,POINT (-3.7021803 40.401479)
El Rincón de E&C,15,Ciudad Lineal,POINT (-3.6444047 40.4377156)
El Rincón de Esteban,1,Centro,POINT (-3.6976757 40.4158164)
El Rincón de Jaén,4,Salamanca,POINT (-3.6724317 40.4284428)
El Rincón de Jaén,4,Salamanca,POINT (-3.6724156 40.428647)
El Rincón de Jaén IV,4,Salamanca,POINT (-3.6675554 40.4365699)
El Rincón de Pacífico,3,Retiro,POINT (-3.6724792 40.4029035)
El Rincón de Pangpang,1,Centro,POINT (-3.6988622 40.4151754)
El Rincón de Pangpang,1,Centro,POINT (-3.7012849 40.4189745)
El Rincón de Paula 2,17,Villaverde,POINT (-3.711252 40.3368089)
El Rincón de Pez,1,Centro,POINT (-3.706718 40.424372)
El Rincón de Rovier,2,Arganzuela,POINT (-3.7029136 40.4030612)
El Rincón de Ruimi,12,Usera,POINT (-3.713943 40.3810806)
El Rincón de Sancho,7,Chamberí,POINT (-3.7145742 40.4262058)
El Rincón de Tetuán,6,Tetuán,POINT (-3.6995829 40.4609468)
El Rincón de Tirso,1,Centro,POINT (-3.704342 40.4121152)
El Rincón de Tony,18,Villa de Vallecas,POINT (-3.621484 40.3803594)
El Rincón de la Rodríguez,4,Salamanca,POINT (-3.6712955 40.440459)
El Rincón de las Tablas,8,Fuencarral-El Pardo,POINT (-3.6755645 40.4958129)
El Rincón de los Cuates,1,Centro,POINT (-3.6986221 40.4217167)
El Rincón del Aguacate,11,Carabanchel,POINT (-3.7453757 40.3702462)
El Rincón del Greco,11,Carabanchel,POINT (-3.7490401 40.3798891)
El Rincón del Maestro,5,Chamartín,POINT (-3.6719964 40.4422212)
El Rincón del Marqués,2,Arganzuela,POINT (-3.7166194 40.3981337)
El Rincón del Pinar,16,Hortaleza,POINT (-3.6658193 40.481014)
El Rincón del Quijote,17,Villaverde,POINT (-3.6941535 40.3578468)
El Rincón del Situ,6,Tetuán,POINT (-3.6967668 40.4599282)
El Roble,2,Arganzuela,POINT (-3.6981029 40.4035592)
El Rocío,1,Centro,POINT (-3.7021968 40.4160548)
El Rodizio,20,San Blas-Canillejas,POINT (-3.6233116 40.4398835)
El Rompido,6,Tetuán,POINT (-3.7151316 40.4701541)
El Rosario,8,Fuencarral-El Pardo,POINT (-3.6940691 40.4829998)
El Rábano,1,Centro,POINT (-3.6957085 40.4134319)
El Sabroso,3,Retiro,POINT (-3.665516 40.4011299)
El Sabroso,2,Arganzuela,POINT (-3.718624 40.3960509)
El Sainete,1,Centro,POINT (-3.7102688 40.4135782)
El Salón de Otoño,2,Arganzuela,POINT (-3.6930754 40.4009009)
El Sanabrés,16,Hortaleza,POINT (-3.6509866 40.4900235)
El Santiamén,7,Chamberí,POINT (-3.7051367 40.4350223)
El Secreto,15,Ciudad Lineal,POINT (-3.6471563 40.433988)
El Secreto de Castilla,1,Centro,POINT (-3.6965924 40.4171806)
El Secreto de Dora,11,Carabanchel,POINT (-3.7398683 40.3858425)
El Senador,1,Centro,POINT (-3.7114917 40.4206521)
El Senador,1,Centro,POINT (-3.7034978 40.4148449)
El Sexto Sol,11,Carabanchel,POINT (-3.72987 40.3870379)
El Señor de Mayca,10,Latina,POINT (-3.7414719 40.4059455)
El Señor de los Milagros,10,Latina,POINT (-3.7438656 40.3902074)
El Señor de los Milagros,10,Latina,POINT (-3.7307719 40.410864)
El Soportal,1,Centro,POINT (-3.7065987 40.4155635)
El Subastero de Málaga,1,Centro,POINT (-3.6991796 40.4164715)
El Séptimo,4,Salamanca,POINT (-3.6849646 40.4351692)
El Taller Gourmet,13,Puente de Vallecas,POINT (-3.6548359 40.3787272)
El Tarugo,2,Arganzuela,POINT (-3.6946347 40.3932428)
El Tejar de Somontes,8,Fuencarral-El Pardo,POINT (-3.75307 40.4805855)
El Teleno,3,Retiro,POINT (-3.6746631 40.4162646)
El Telégrafo,5,Chamartín,POINT (-3.6852714 40.4597031)
El Tendido,7,Chamberí,POINT (-3.7144265 40.4323769)
El Tendido 2,7,Chamberí,POINT (-3.7146065 40.4325758)
El Tenedor,2,Arganzuela,POINT (-3.6945431 40.3973103)
El Tenedor de Oro,20,San Blas-Canillejas,POINT (-3.6080699 40.4490478)
El Tigre del Norte,1,Centro,POINT (-3.7001352 40.4217378)
El Timon del Terraza,11,Carabanchel,POINT (-3.7579876 40.3869852)
El Tizón,2,Arganzuela,POINT (-3.698515 40.3952903)
El Toledano,14,Moratalaz,POINT (-3.6249482 40.397702)
El Tonel,11,Carabanchel,POINT (-3.7496415 40.3800834)
El Toril,7,Chamberí,POINT (-3.709595 40.4289157)
El Tormo,1,Centro,POINT (-3.7146334 40.4117258)
El Torreón,8,Fuencarral-El Pardo,POINT (-3.794054 40.5203701)
El Trasgu,19,Vicálvaro,POINT (-3.6206325 40.3975716)
El Triángulo de las Verduras,1,Centro,POINT (-3.728235 40.4134278)
El Tronco,1,Centro,POINT (-3.6992792 40.4151898)
El Trébol Pizzas y Empanadas Estilo Argentino,1,Centro,POINT (-3.7024442 40.4152005)
El Tuga,7,Chamberí,POINT (-3.7113136 40.4351557)
El Urogallo,9,Moncloa-Aravaca,POINT (-3.7231611 40.4232064)
El Urogallo,9,Moncloa-Aravaca,POINT (-3.7347694 40.418829)
El Urogallo,20,San Blas-Canillejas,POINT (-3.6188452 40.4569778)
El Vagón de la Cerveza,9,Moncloa-Aravaca,POINT (-3.7846785 40.4477916)
El Vagón de la Máquina,4,Salamanca,POINT (-3.6769054 40.4250632)
El Vagón de la Máquina,1,Centro,POINT (-3.7052424 40.4196986)
El Valle,2,Arganzuela,POINT (-3.6995978 40.4037373)
El Ventorrillo,1,Centro,POINT (-3.7139203 40.4128174)
El Vergel,9,Moncloa-Aravaca,POINT (-3.7249779 40.4241504)
El Vermut,12,Usera,POINT (-3.7085572 40.385634)
El Viajero,1,Centro,POINT (-3.7101786 40.4116487)
El Viejo Almacén de Buenos Aires,8,Fuencarral-El Pardo,POINT (-3.723296 40.4809975)
El Viejo León,7,Chamberí,POINT (-3.6920974 40.433767)
El Virrey de San Telmo II,13,Puente de Vallecas,POINT (-3.6796595 40.3920208)
El Viva,1,Centro,POINT (-3.7116579 40.4123525)
El Yate,7,Chamberí,POINT (-3.6918022 40.4352864)
El Zagal,1,Centro,POINT (-3.7074757 40.4187834)
El abuelo,5,Chamartín,POINT (-3.6717694 40.4629114)
El almacén,20,San Blas-Canillejas,POINT (-3.6197954 40.4183281)
El bonito,1,Centro,POINT (-3.7043878 40.4230846)
El callejón del gato,3,Retiro,POINT (-3.6745094 40.405167)
El capote,15,Ciudad Lineal,POINT (-3.6564991 40.4324957)
El cisne azul,1,Centro,POINT (-3.6967169 40.4226253)
El comedor de La TraMoya,1,Centro,POINT (-3.7259141 40.4129396)
El encuentro,6,Tetuán,POINT (-3.6914107 40.4633865)
El jamón de oro,5,Chamartín,POINT (-3.6721593 40.4412998)
El jardín de Baco 2,18,Villa de Vallecas,POINT (-3.6057539 40.3799227)
El jardín secreto,14,Moratalaz,POINT (-3.6463908 40.404437)
El meson de la Piovera,20,San Blas-Canillejas,POINT (-3.6160906 40.4525881)
El mezcalito,1,Centro,POINT (-3.7028189 40.4233148)
El olvido,5,Chamartín,POINT (-3.6868119 40.4605477)
El pajar de Manolita,7,Chamberí,POINT (-3.6997088 40.4336014)
El paraíso del desierto,3,Retiro,POINT (-3.6719026 40.4048499)
El percebe de Cedeira,6,Tetuán,POINT (-3.6974421 40.4606007)
El pernil extremeño,13,Puente de Vallecas,POINT (-3.6544486 40.3925768)
El perro y la galleta,4,Salamanca,POINT (-3.6873935 40.4205146)
El pescador,4,Salamanca,POINT (-3.6728855 40.4299228)
El pimiento verde,7,Chamberí,POINT (-3.7153393 40.428645)
El pollito,17,Villaverde,POINT (-3.7111941 40.3456674)
El portón,11,Carabanchel,POINT (-3.7602412 40.3620539)
El puente,3,Retiro,POINT (-3.6686402 40.3984753)
El quinto alimento,6,Tetuán,POINT (-3.7028582 40.4579987)
El quinto pecado,2,Arganzuela,POINT (-3.6944668 40.40001)
El rey del pollo,18,Villa de Vallecas,POINT (-3.6411359 40.3723602)
El rincon de Paula III,17,Villaverde,POINT (-3.7114439 40.3421229)
El rincón de Malena,16,Hortaleza,POINT (-3.6385252 40.4647621)
El rincón de los cuates,19,Vicálvaro,POINT (-3.6234699 40.3960845)
El rincón del puchero,11,Carabanchel,POINT (-3.7588382 40.3622261)
El rinkuncito asturiano,14,Moratalaz,POINT (-3.6446458 40.3946952)
El tinglao,20,San Blas-Canillejas,POINT (-3.6200616 40.455131)
El torrezno,2,Arganzuela,POINT (-3.6964497 40.4024381)
El Águila,1,Centro,POINT (-3.7048271 40.4206429)
El Álamo,20,San Blas-Canillejas,POINT (-3.6349656 40.4377787)
El Álamo,11,Carabanchel,POINT (-3.7534093 40.3693147)
El Ñeru,1,Centro,POINT (-3.7077567 40.4164803)
Elbe,6,Tetuán,POINT (-3.701232 40.4555636)
Elcano,1,Centro,POINT (-3.7005705 40.4239786)
Elcano,5,Chamartín,POINT (-3.6707097 40.4461554)
Elemental Bistro,1,Centro,POINT (-3.7047663 40.4216466)
Elkano Arroz,9,Moncloa-Aravaca,POINT (-3.7201517 40.4289282)
Embassy,9,Moncloa-Aravaca,POINT (-3.7837148 40.4654033)
Ember,1,Centro,POINT (-3.6985567 40.4144475)
Emma y Julia,1,Centro,POINT (-3.7089636 40.4125001)
Empanadas Argentinas,16,Hortaleza,POINT (-3.6133282 40.4942649)
Empanadas Argentinas,6,Tetuán,POINT (-3.6960128 40.4590272)
En Busca del Tiempo,1,Centro,POINT (-3.7026384 40.4156318)
En Ca' Amalia,1,Centro,POINT (-3.7098487 40.412127)
En Copa de Balón,1,Centro,POINT (-3.7070014 40.4150254)
En Guay Si,7,Chamberí,POINT (-3.7112184 40.4317825)
Enbable,5,Chamartín,POINT (-3.6762355 40.4600864)
Enciso Gastrobar,6,Tetuán,POINT (-3.7028626 40.4530567)
Enriquetados,2,Arganzuela,POINT (-3.7172606 40.3966301)
Ensaladas y más,8,Fuencarral-El Pardo,POINT (-3.6741691 40.5120448)
Enso Sushi,4,Salamanca,POINT (-3.6903528 40.4281119)
Entre Cáceres y Badajoz,4,Salamanca,POINT (-3.6707741 40.4285898)
Entre Nos,1,Centro,POINT (-3.7063764 40.4153265)
Entre Pisc y Nazca,1,Centro,POINT (-3.7023827 40.4147964)
Entre suspiro y suspiro,1,Centro,POINT (-3.7090308 40.4186369)
Entrevinos,7,Chamberí,POINT (-3.7171041 40.4261012)
Epoca de Esteban,16,Hortaleza,POINT (-3.6630561 40.4811517)
Erandique,12,Usera,POINT (-3.7070846 40.3855569)
Erre Que Erre,1,Centro,POINT (-3.7091531 40.4125011)
Escafandra,7,Chamberí,POINT (-3.7105831 40.4374527)
Esencia al Cuadrado,1,Centro,POINT (-3.7071852 40.4186679)
Esfahan,1,Centro,POINT (-3.7097856 40.4247819)
Esmeralda,6,Tetuán,POINT (-3.7149496 40.4705031)
Espada Da'Tomaso,3,Retiro,POINT (-3.6754706 40.418079)
Espetinhos,7,Chamberí,POINT (-3.7063252 40.4284212)
Estay,4,Salamanca,POINT (-3.6820574 40.4261201)
Esteban,1,Centro,POINT (-3.710051 40.4120408)
Estilo II,4,Salamanca,POINT (-3.6785379 40.4227122)
Estilo Poke,4,Salamanca,POINT (-3.6752171 40.4373083)
Estrella Central,3,Retiro,POINT (-3.6740997 40.4007021)
Eu Mundo,15,Ciudad Lineal,POINT (-3.6346069 40.4445466)
Eurotaco,7,Chamberí,POINT (-3.7040684 40.436953)
Eusebios,7,Chamberí,POINT (-3.6992651 40.4254639)
