name,cod_distrito,distrito,geometry
La Matriarca,2,Arganzuela,POINT (-3.6923209 40.4062385)
La Mayor,6,Tetuán,POINT (-3.6975948 40.4645684)
La Meka de la Baguette,6,Tetuán,POINT (-3.6955109 40.4461758)
La Merced,18,Villa de Vallecas,POINT (-3.6228351 40.3796994)
La Mesa Puesta,8,Fuencarral-El Pardo,POINT (-3.7123574 40.4815543)
La Mestiza,7,Chamberí,POINT (-3.7089357 40.426795)
La Metroteca,6,Tetuán,POINT (-3.6929827 40.4573055)
La Mexita,10,Latina,POINT (-3.7603141 40.392184)
La Mezza,8,Fuencarral-El Pardo,POINT (-3.6696293 40.5115941)
La Mi Venta,1,Centro,POINT (-3.7125545 40.4203804)
La Mina,1,Centro,POINT (-3.7009473 40.4106199)
La Minoterie,1,Centro,POINT (-3.7062521 40.4105047)
La Montaña,7,Chamberí,POINT (-3.7148182 40.4308257)
La Montaña,8,Fuencarral-El Pardo,POINT (-3.7754372 40.5187667)
La Montaña,7,Chamberí,POINT (-3.718072 40.4262185)
La Mordida,1,Centro,POINT (-3.7129961 40.4246501)
La Mordida,1,Centro,POINT (-3.7108686 40.4137979)
La Mordida,6,Tetuán,POINT (-3.692914 40.4540897)
La Mordida,3,Retiro,POINT (-3.6739022 40.413656)
La Mordida,1,Centro,POINT (-3.6959648 40.4244492)
La Mordida,1,Centro,POINT (-3.7087607 40.4169483)
La Morena,6,Tetuán,POINT (-3.6889356 40.463196)
La Morucha,8,Fuencarral-El Pardo,POINT (-3.6958801 40.5064283)
La Moñona,1,Centro,POINT (-3.7267744 40.4126191)
La Mucca,7,Chamberí,POINT (-3.6952621 40.4283158)
La Muralla,1,Centro,POINT (-3.7109461 40.4116416)
La Musa,7,Chamberí,POINT (-3.7043256 40.4287864)
La Musa,1,Centro,POINT (-3.7119541 40.4127873)
La Musa de Espronceda,1,Centro,POINT (-3.6979039 40.4106112)
La Muñoza,1,Centro,POINT (-3.6991251 40.4122258)
La Máquina,6,Tetuán,POINT (-3.6889165 40.4764499)
La Máquina,6,Tetuán,POINT (-3.6954038 40.4598584)
La Máquina,6,Tetuán,POINT (-3.6891067 40.4783512)
La Máquina Chamberí,7,Chamberí,POINT (-3.699289 40.4401232)
La Máquina Jorge Juan,4,Salamanca,POINT (-3.6862319 40.4237624)
La Mítica,7,Chamberí,POINT (-3.7105317 40.4390316)
La Negra Tomasa,1,Centro,POINT (-3.702398 40.4158435)
La Nicoletta,8,Fuencarral-El Pardo,POINT (-3.6675001 40.5090251)
La Nicoletta,6,Tetuán,POINT (-3.6926298 40.4569803)
La Nicoletta,7,Chamberí,POINT (-3.6933655 40.4340987)
La Nicoletta,6,Tetuán,POINT (-3.694949 40.4477109)
La Nieta,8,Fuencarral-El Pardo,POINT (-3.6791909 40.5115044)
La Nieta,1,Centro,POINT (-3.6974219 40.4216046)
La NiÑata cervecería,8,Fuencarral-El Pardo,POINT (-3.6927889 40.5091941)
La Niña,4,Salamanca,POINT (-3.6857857 40.4275464)
La Nonna,5,Chamartín,POINT (-3.6888477 40.4559182)
La Nueva Troje,1,Centro,POINT (-3.7033234 40.4209578)
La Oliva,7,Chamberí,POINT (-3.7008179 40.4332445)
La Oreja de Jaime,1,Centro,POINT (-3.7016129 40.4156083)
La Orquídea,18,Villa de Vallecas,POINT (-3.6225329 40.3805784)
La Oveja Negra - Taberna Vegana,1,Centro,POINT (-3.6998817 40.4093101)
La Paella Real,1,Centro,POINT (-3.7097935 40.4185875)
La Paella de la Reina,1,Centro,POINT (-3.6975447 40.4197027)
La Pagoda,6,Tetuán,POINT (-3.6874319 40.463429)
La Palenquera,11,Carabanchel,POINT (-3.7490027 40.3708317)
La Palma 60,7,Chamberí,POINT (-3.7078182 40.4267515)
La Paloma II,15,Ciudad Lineal,POINT (-3.6506515 40.4263754)
La Panocha,4,Salamanca,POINT (-3.6736057 40.4347742)
La Pantxorga,8,Fuencarral-El Pardo,POINT (-3.7138959 40.5589722)
La Panza Es Primero,7,Chamberí,POINT (-3.7020126 40.4261695)
La Panza es Primero,7,Chamberí,POINT (-3.7164258 40.4317989)
La Panza es Primero,1,Centro,POINT (-3.697145 40.4223426)
La Parisiena,3,Retiro,POINT (-3.6705302 40.4083649)
La Parrilla,12,Usera,POINT (-3.7008566 40.3891331)
La Parrilla Del Pinar,16,Hortaleza,POINT (-3.6676942 40.4833104)
La Parrilla Sanabresa,6,Tetuán,POINT (-3.6862586 40.4700521)
La Parrilla de Andoriña,6,Tetuán,POINT (-3.6979228 40.4595265)
La Parrilla de Galicia,1,Centro,POINT (-3.7044957 40.4121225)
La Parrilla de Madrid,6,Tetuán,POINT (-3.6929918 40.4572392)
La Parrilla de Nino,7,Chamberí,POINT (-3.7120898 40.4257656)
La Parrilla de la Reina,1,Centro,POINT (-3.6985442 40.4195487)
La Parrilla del Hontanal,16,Hortaleza,POINT (-3.6626457 40.4864212)
La Pausa,6,Tetuán,POINT (-3.6864156 40.4801554)
La Pecora Nera,19,Vicálvaro,POINT (-3.5646447 40.4022632)
La Penela,4,Salamanca,POINT (-3.6832219 40.4334344)
La Pentola Mágica - Cocina italiana,3,Retiro,POINT (-3.6825004 40.4050894)
La Pepa,7,Chamberí,POINT (-3.7105709 40.4317864)
La Pera Limonera,7,Chamberí,POINT (-3.7104232 40.4268313)
La Perdiz de Somontes,8,Fuencarral-El Pardo,POINT (-3.7573095 40.4930649)
La Perdizione,2,Arganzuela,POINT (-3.69391 40.3907159)
La Perejila,1,Centro,POINT (-3.7092421 40.4123226)
La Perla Ecuatoriana,6,Tetuán,POINT (-3.7023082 40.4516939)
La Perla de Vallekas,13,Puente de Vallecas,POINT (-3.6443495 40.3820984)
La Pesca,10,Latina,POINT (-3.7326839 40.4143382)
La Pescadería,1,Centro,POINT (-3.7030917 40.4228535)
La Picapizza,10,Latina,POINT (-3.7525518 40.3897104)
La Piccolina,8,Fuencarral-El Pardo,POINT (-3.7009591 40.4841718)
La Pilla,7,Chamberí,POINT (-3.6950858 40.4284947)
La Pimienta,1,Centro,POINT (-3.7072873 40.4201149)
La Pinchería,7,Chamberí,POINT (-3.7078877 40.4338388)
La Pintxoteka,2,Arganzuela,POINT (-3.7117859 40.4022629)
La Piperna,6,Tetuán,POINT (-3.6928837 40.4638524)
La Pitarra,1,Centro,POINT (-3.6951317 40.4111341)
La Pizpireta,1,Centro,POINT (-3.7117029 40.4105256)
La Pizzateca,1,Centro,POINT (-3.6993075 40.4127317)
La Pizzería,1,Centro,POINT (-3.6955967 40.421766)
La Plaza,5,Chamartín,POINT (-3.6771129 40.4444475)
La Plaza,21,Barajas,POINT (-3.5771263 40.4739074)
La Plaza Especialidad En Caza,8,Fuencarral-El Pardo,POINT (-3.7766031 40.5200684)
La Plazuela,6,Tetuán,POINT (-3.7017824 40.4581527)
La Pochola,15,Ciudad Lineal,POINT (-3.640771 40.4421753)
La Polonesa,3,Retiro,POINT (-3.6796217 40.4041747)
La Pomarada,7,Chamberí,POINT (-3.7115084 40.426008)
La Posada del Nuncio,1,Centro,POINT (-3.7089781 40.4135228)
La Potente,1,Centro,POINT (-3.710589 40.411831)
La Potxola,7,Chamberí,POINT (-3.6983114 40.4260668)
La Prensa,7,Chamberí,POINT (-3.6999651 40.4283802)
La Prensa,1,Centro,POINT (-3.7055795 40.4207309)
La Primera,1,Centro,POINT (-3.6979666 40.4191366)
La Princesa. Restaurante árabe.,2,Arganzuela,POINT (-3.6993281 40.4033028)
La Puebla,1,Centro,POINT (-3.6989867 40.4155777)
La Puerta Amarilla,1,Centro,POINT (-3.6955653 40.4115533)
La Pulperia de Mila,4,Salamanca,POINT (-3.6858589 40.4220716)
La Pulpería del Peregrino,16,Hortaleza,POINT (-3.6507476 40.4892876)
La Qchara de Pachi Chamartín,16,Hortaleza,POINT (-3.6753137 40.4768521)
La Quedá,2,Arganzuela,POINT (-3.710997 40.395369)
La Querencia,7,Chamberí,POINT (-3.694542 40.4368208)
La Quinta,8,Fuencarral-El Pardo,POINT (-3.739228 40.5026663)
La Quintina,1,Centro,POINT (-3.704522 40.4196288)
La Raquetista,4,Salamanca,POINT (-3.6771094 40.4205032)
La Raquetista en La Habana,4,Salamanca,POINT (-3.6771134 40.4326651)
La Rasilla,7,Chamberí,POINT (-3.710862 40.4390467)
La Rayúa,1,Centro,POINT (-3.7058077 40.4221166)
La Redonda,9,Moncloa-Aravaca,POINT (-3.7851604 40.4449155)
La Reja,11,Carabanchel,POINT (-3.739992 40.3794894)
La Reserva,1,Centro,POINT (-3.7004302 40.4159628)
La Retirada,3,Retiro,POINT (-3.6754873 40.4202508)
La Revuelta,4,Salamanca,POINT (-3.68491 40.4341249)
La Ribera,1,Centro,POINT (-3.7208223 40.413592)
La Rochela,7,Chamberí,POINT (-3.7025506 40.4336801)
La Rodaja,4,Salamanca,POINT (-3.6641027 40.4296338)
La Rollerie,1,Centro,POINT (-3.6995613 40.4165272)
La Rollerie,3,Retiro,POINT (-3.6699474 40.4164018)
La Rotonda de Pacífico,3,Retiro,POINT (-3.6744562 40.401277)
La Rueda,11,Carabanchel,POINT (-3.7801637 40.379003)
La Ría,1,Centro,POINT (-3.7020958 40.4161717)
La Sacristía,1,Centro,POINT (-3.6998293 40.4210317)
La Saeta,4,Salamanca,POINT (-3.6849147 40.4285118)
La Saletta,1,Centro,POINT (-3.6984768 40.4117321)
La Sana,7,Chamberí,POINT (-3.6940565 40.4380244)
La Sanabresa,1,Centro,POINT (-3.6985299 40.4126114)
La Santa,1,Centro,POINT (-3.6980538 40.4248135)
La Santamaría,1,Centro,POINT (-3.7124806 40.4241441)
La Sazón de Candela,1,Centro,POINT (-3.7087294 40.4188505)
La Sazón de la Chola,10,Latina,POINT (-3.7433204 40.391307)
La Sidrería,6,Tetuán,POINT (-3.7149641 40.4702211)
La Siembra,20,San Blas-Canillejas,POINT (-3.616773 40.4633319)
La Sifonería,7,Chamberí,POINT (-3.7147338 40.4256682)
La Sirena Verde,1,Centro,POINT (-3.7083084 40.4219943)
La Soleá,1,Centro,POINT (-3.7044963 40.4192366)
La Suegra,11,Carabanchel,POINT (-3.7400781 40.3865105)
La Suerte,18,Villa de Vallecas,POINT (-3.6035663 40.3635101)
La Sureña,8,Fuencarral-El Pardo,POINT (-3.690548 40.5100065)
La Sureña,6,Tetuán,POINT (-3.7073301 40.4793559)
La Sureña,20,San Blas-Canillejas,POINT (-3.5869503 40.4467872)
La Taba,1,Centro,POINT (-3.7089122 40.4125147)
La Taberna de Atocha,1,Centro,POINT (-3.6973935 40.4113431)
La Taberna de Chupi Lerendi,8,Fuencarral-El Pardo,POINT (-3.7029494 40.5044592)
La Taberna de Domínguez,6,Tetuán,POINT (-3.704611 40.4506144)
La Taberna de Haya 13,6,Tetuán,POINT (-3.6925551 40.4554965)
La Taberna de Lezo,19,Vicálvaro,POINT (-3.5523632 40.407599)
La Taberna de Mister Pinkleton,1,Centro,POINT (-3.7079542 40.4145408)
La Taberna de Moncloa,7,Chamberí,POINT (-3.7145432 40.4352409)
La Taberna de Nazaré,6,Tetuán,POINT (-3.7010434 40.4760098)
La Taberna de Olavide,7,Chamberí,POINT (-3.7003722 40.4327222)
La Taberna de Paula,7,Chamberí,POINT (-3.7082514 40.4376315)
La Taberna de Pepe,8,Fuencarral-El Pardo,POINT (-3.6784485 40.5103162)
La Taberna de Peñalver,4,Salamanca,POINT (-3.6747895 40.4336745)
La Taberna de Súchil,7,Chamberí,POINT (-3.7067064 40.4298334)
La Taberna de la Daniela,1,Centro,POINT (-3.7079513 40.4144651)
La Taberna del Alabardero,1,Centro,POINT (-3.7109635 40.4185753)
La Taberna del Arte,7,Chamberí,POINT (-3.7031107 40.4442438)
La Taberna del Chato,1,Centro,POINT (-3.7012138 40.4160101)
La Taberna del Foque,16,Hortaleza,POINT (-3.6556001 40.5069625)
La Taberna del Manu,7,Chamberí,POINT (-3.7038466 40.4441078)
La Tabla de Góngora,8,Fuencarral-El Pardo,POINT (-3.674999 40.4992149)
La Tacoteca,2,Arganzuela,POINT (-3.7159093 40.3971163)
La Tagliatela,7,Chamberí,POINT (-3.703498 40.4310345)
La Tagliatella,18,Villa de Vallecas,POINT (-3.5976549 40.368237)
La Tagliatella,6,Tetuán,POINT (-3.708332 40.4792329)
La Tagliatella,4,Salamanca,POINT (-3.6731294 40.4241941)
La Tagliatella,6,Tetuán,POINT (-3.6880091 40.4745146)
La Tagliatella,15,Ciudad Lineal,POINT (-3.6558813 40.4440311)
La Tagliatella,8,Fuencarral-El Pardo,POINT (-3.6707747 40.5042736)
La Tagliatella,1,Centro,POINT (-3.7068279 40.4197656)
La Tagliatella,2,Arganzuela,POINT (-3.6794506 40.3928779)
La Tagliatella,2,Arganzuela,POINT (-3.7012301 40.3913994)
La Tagliatella,4,Salamanca,POINT (-3.6783162 40.4215016)
La Tagliatella,1,Centro,POINT (-3.7084917 40.4128668)
La Tagliatella,6,Tetuán,POINT (-3.6918319 40.4631518)
La Tagliatella,4,Salamanca,POINT (-3.6733875 40.4393177)
La Tagliatella,1,Centro,POINT (-3.703791 40.4139946)
La Tagliatella,20,San Blas-Canillejas,POINT (-3.619269 40.4564079)
La Tagliatella,3,Retiro,POINT (-3.6700801 40.4115698)
La Tagliatella,16,Hortaleza,POINT (-3.6655135 40.4862506)
La Tagliatella,8,Fuencarral-El Pardo,POINT (-3.7070014 40.5040762)
La Tagliatella,20,San Blas-Canillejas,POINT (-3.6284762 40.4403548)
La Tagliatella,9,Moncloa-Aravaca,POINT (-3.8154893 40.4681331)
La Taguara,2,Arganzuela,POINT (-3.6867038 40.4010244)
La Tahona,6,Tetuán,POINT (-3.692846 40.4574335)
La Tajada,5,Chamartín,POINT (-3.6807084 40.4561979)
La Tapa,7,Chamberí,POINT (-3.7056806 40.4305398)
La Tape,7,Chamberí,POINT (-3.7058704 40.4288389)
La Tapería de Malasaña,1,Centro,POINT (-3.7019474 40.4249117)
La Taquería de Birra,1,Centro,POINT (-3.7134563 40.4116433)
La Taquería de Birra,7,Chamberí,POINT (-3.7085252 40.4270811)
La Tasca,1,Centro,POINT (-3.722252 40.421888)
La Tasca de Figueroa,1,Centro,POINT (-3.6962352 40.4219931)
La Tasca de Ventura,1,Centro,POINT (-3.7140111 40.4247984)
La Tasca del Retiro,4,Salamanca,POINT (-3.6794004 40.4206337)
La Tasqueria,4,Salamanca,POINT (-3.6735107 40.4222271)
La Tasquita de Enfrente,1,Centro,POINT (-3.7035291 40.421321)
La Tasquita de Pereira,5,Chamartín,POINT (-3.6724985 40.4410448)
La Tasquita de Teixeira,6,Tetuán,POINT (-3.6927371 40.4551564)
La Taurina,1,Centro,POINT (-3.7015647 40.4167395)
La Tavernetta,7,Chamberí,POINT (-3.6941121 40.4261186)
La Temeraria,1,Centro,POINT (-3.700322 40.4117492)
La Teranga,1,Centro,POINT (-3.7029907 40.4089219)
La Tercera,1,Centro,POINT (-3.7011899 40.4157576)
La Terraza Restaurante,1,Centro,POINT (-3.6971737 40.4193547)
La Terraza de Monty's,20,San Blas-Canillejas,POINT (-3.6127214 40.4368936)
La Terraza de Polack,20,San Blas-Canillejas,POINT (-3.6243945 40.4357619)
La Terraza de Salud,1,Centro,POINT (-3.703419 40.4192502)
La Terraza del Santo Domingo,1,Centro,POINT (-3.7085187 40.4206617)
La Tintorería,1,Centro,POINT (-3.7024723 40.4153388)
La Tita,1,Centro,POINT (-3.7003196 40.4224096)
La Toga,6,Tetuán,POINT (-3.6927976 40.4674352)
La Tomasa,18,Villa de Vallecas,POINT (-3.6081757 40.3834165)
La Toná,5,Chamartín,POINT (-3.6679063 40.446044)
La Toná,1,Centro,POINT (-3.7076336 40.4143944)
La Toquilla,10,Latina,POINT (-3.7376896 40.3913899)
La Torino Restaurante Parilla,21,Barajas,POINT (-3.5782584 40.4737209)
La Tortilla,15,Ciudad Lineal,POINT (-3.6510872 40.4457368)
La Toscana,1,Centro,POINT (-3.7090445 40.4220247)
La Toñá,16,Hortaleza,POINT (-3.6386536 40.4647612)
La Tradición,1,Centro,POINT (-3.7111386 40.4222203)
La Tragantía,5,Chamartín,POINT (-3.6772063 40.4512149)
La Traviesa,4,Salamanca,POINT (-3.6876663 40.4369659)
La Traviesa,1,Centro,POINT (-3.7082222 40.414074)
La Trinera,4,Salamanca,POINT (-3.6850632 40.4271453)
La Troyka,1,Centro,POINT (-3.7009104 40.4189758)
La Txapela,1,Centro,POINT (-3.7086096 40.4221791)
La Txulapona,15,Ciudad Lineal,POINT (-3.6502594 40.449883)
La Tía Carlota,2,Arganzuela,POINT (-3.6996997 40.4074751)
La Tía Cebolla,1,Centro,POINT (-3.7021162 40.4150959)
La Tía Juana,7,Chamberí,POINT (-3.7036899 40.4285994)
La Uramakeria Sushi,6,Tetuán,POINT (-3.7003884 40.4481243)
La Vaca,9,Moncloa-Aravaca,POINT (-3.7219844 40.4294952)
La Vaca Argentina,4,Salamanca,POINT (-3.680732 40.4275007)
La Vaca Argentina AZCA,5,Chamartín,POINT (-3.6916271 40.448805)
La Vaca Picada,8,Fuencarral-El Pardo,POINT (-3.667127 40.5087682)
La Vaca y La Hurta,1,Centro,POINT (-3.6903816 40.422087)
La Vanduca,4,Salamanca,POINT (-3.6880723 40.4210936)
La Vaquería Montañesa,7,Chamberí,POINT (-3.6927809 40.4287956)
La Vecchia Milano,9,Moncloa-Aravaca,POINT (-3.7186856 40.4297066)
La Vegana de Madrid,15,Ciudad Lineal,POINT (-3.6514291 40.4573259)
La Venganza De Malinche,7,Chamberí,POINT (-3.7038719 40.4370585)
La Venganza de Malinche,1,Centro,POINT (-3.7118362 40.4250599)
La Venganza de Malinche,1,Centro,POINT (-3.7013642 40.4189749)
La Vera,1,Centro,POINT (-3.6997456 40.4127889)
La Veranda,1,Centro,POINT (-3.7094318 40.4195531)
La Victoria,1,Centro,POINT (-3.7024668 40.4103444)
La Villa,7,Chamberí,POINT (-3.714235 40.435225)
La Villa,6,Tetuán,POINT (-3.701005 40.4572598)
La Villa de Asturias,15,Ciudad Lineal,POINT (-3.6509634 40.4388468)
La Villa del Narcea,7,Chamberí,POINT (-3.7060872 40.4338668)
La Virgen 154,7,Chamberí,POINT (-3.7009554 40.4386561)
La Vivaracha,9,Moncloa-Aravaca,POINT (-3.7871787 40.4451596)
La Zaguina,7,Chamberí,POINT (-3.6918979 40.4339611)
La Zanta,1,Centro,POINT (-3.7052373 40.423578)
La bellota,21,Barajas,POINT (-3.5919712 40.4901993)
La bodeguita,19,Vicálvaro,POINT (-3.6093808 40.3852227)
La bodeguita de Orense,6,Tetuán,POINT (-3.6950615 40.4537495)
La cacharrería,16,Hortaleza,POINT (-3.6384645 40.4648877)
La cajita de Nori,7,Chamberí,POINT (-3.7100959 40.4272019)
La casa del pica pollo,17,Villaverde,POINT (-3.7077638 40.3422495)
La casa del pulpo,12,Usera,POINT (-3.7004131 40.3872344)
La casa gallega,1,Centro,POINT (-3.7073497 40.4170809)
La catedral,10,Latina,POINT (-3.7470811 40.4072308)
La cervecera,13,Puente de Vallecas,POINT (-3.6667984 40.3931838)
La chula de chamberí,7,Chamberí,POINT (-3.6930478 40.428237)
La cocina de Gucho,6,Tetuán,POINT (-3.6976617 40.455258)
La cocina de Sofía,18,Villa de Vallecas,POINT (-3.6449988 40.3728186)
La coloquial,5,Chamartín,POINT (-3.6859672 40.4572955)
La croquetta,4,Salamanca,POINT (-3.6708847 40.4239642)
La cueva de 1900,1,Centro,POINT (-3.7028181 40.4178329)
La esquina criolla,6,Tetuán,POINT (-3.703443 40.4551966)
La esquina mexicana,1,Centro,POINT (-3.7106325 40.4131748)
La familia,17,Villaverde,POINT (-3.717505 40.3430021)
La familia Perú,17,Villaverde,POINT (-3.7166303 40.343199)
La flor de la canela,1,Centro,POINT (-3.709172 40.4230791)
La fábrica,7,Chamberí,POINT (-3.6929091 40.4264335)
La fábula,11,Carabanchel,POINT (-3.7577031 40.3616708)
La fábula,11,Carabanchel,POINT (-3.7579223 40.3681727)
La mafia,6,Tetuán,POINT (-3.7067216 40.4795001)
La malagueta chica,19,Vicálvaro,POINT (-3.6228393 40.3959404)
La mamona Castellana,4,Salamanca,POINT (-3.6892799 40.4370756)
La mesa puesta II,8,Fuencarral-El Pardo,POINT (-3.6774722 40.5106517)
La oveja negra,18,Villa de Vallecas,POINT (-3.621525 40.3752609)
La oveja negra,13,Puente de Vallecas,POINT (-3.6494223 40.3816864)
La paella de Dolores,18,Villa de Vallecas,POINT (-3.6255252 40.3774983)
La panocha,8,Fuencarral-El Pardo,POINT (-3.6924918 40.4865152)
La panza de Sancho,8,Fuencarral-El Pardo,POINT (-3.7147386 40.4812988)
La parrilla del sur,18,Villa de Vallecas,POINT (-3.6397873 40.3716287)
La perla oriental,14,Moratalaz,POINT (-3.6594717 40.3994689)
La piemontesa,20,San Blas-Canillejas,POINT (-3.6186427 40.4560795)
La pizza è bella,2,Arganzuela,POINT (-3.6961257 40.4030198)
La quinta de Chamartín,5,Chamartín,POINT (-3.6760663 40.4572318)
La rebelión de los mandiles,1,Centro,POINT (-3.71317 40.4152211)
La taberna de Usera,12,Usera,POINT (-3.7004428 40.3873283)
La tapa de amistad,1,Centro,POINT (-3.7095807 40.4194522)
La tasca suprema,7,Chamberí,POINT (-3.6951729 40.4250697)
La terraza by la Zamorana,7,Chamberí,POINT (-3.7086007 40.4326977)
La tertulia,14,Moratalaz,POINT (-3.6552351 40.4039514)
La testarruda,1,Centro,POINT (-3.708495 40.410695)
La vaca argentina,1,Centro,POINT (-3.6988338 40.4160565)
La Ñusta,10,Latina,POINT (-3.7414203 40.4062758)
LaLaPizza,8,Fuencarral-El Pardo,POINT (-3.6934241 40.4941798)
LaSal,5,Chamartín,POINT (-3.6815423 40.4583704)
LaTa TaPa,1,Centro,POINT (-3.7019873 40.4188658)
Lab '84,1,Centro,POINT (-3.7030382 40.4220838)
Labarka de Pintxos,1,Centro,POINT (-3.7012889 40.4157811)
Lacaña,1,Centro,POINT (-3.6953055 40.4090226)
Lady Macao,8,Fuencarral-El Pardo,POINT (-3.6685214 40.5081428)
Lakasa,7,Chamberí,POINT (-3.7006642 40.4409234)
Lalín Casa del Pulpo,1,Centro,POINT (-3.7095037 40.4175729)
Lambuzo,1,Centro,POINT (-3.7081702 40.4187933)
Lambuzo,3,Retiro,POINT (-3.6777033 40.4159768)
Lamiak,1,Centro,POINT (-3.7104095 40.4118881)
Lamian,1,Centro,POINT (-3.7089498 40.4236061)
Lamonarracha,7,Chamberí,POINT (-3.6977501 40.4401955)
Lamucca,4,Salamanca,POINT (-3.6865623 40.4371538)
Lamucca,4,Salamanca,POINT (-3.686653 40.4371159)
Lamucca,7,Chamberí,POINT (-3.7017807 40.4271843)
Lamucca,1,Centro,POINT (-3.703864 40.4232926)
Lamucca de Prado,1,Centro,POINT (-3.698653 40.4147794)
Lan Lan Oriental,20,San Blas-Canillejas,POINT (-3.6195545 40.4561775)
Landania,3,Retiro,POINT (-3.6745506 40.4082606)
Lanteo,7,Chamberí,POINT (-3.6917167 40.4339659)
Lanzhou Beef Noodles,1,Centro,POINT (-3.704254 40.4208002)
Lao Tou,12,Usera,POINT (-3.7061605 40.3851652)
Lar Piñeiro,4,Salamanca,POINT (-3.6645468 40.4255137)
Lar de Domingo,8,Fuencarral-El Pardo,POINT (-3.7639153 40.5141433)
Lara Grill,1,Centro,POINT (-3.6979396 40.4246944)
Lara Grill,7,Chamberí,POINT (-3.6994065 40.4359976)
Las 10 Tapas De Santa Ana,1,Centro,POINT (-3.7010379 40.4143623)
Las Bra sas Peruanas,10,Latina,POINT (-3.774682 40.3990051)
Las Brasas de Vulcano,1,Centro,POINT (-3.701715 40.4151598)
Las Bravas,1,Centro,POINT (-3.7019713 40.4151538)
Las Bravas,1,Centro,POINT (-3.7022004 40.4161768)
Las Bridas,7,Chamberí,POINT (-3.6927246 40.4382715)
Las Bóvedas de Cibeles,1,Centro,POINT (-3.6964576 40.4190599)
Las Casas,20,San Blas-Canillejas,POINT (-3.594986 40.4512883)
Las Columnas,1,Centro,POINT (-3.6898211 40.4216666)
Las Costillas,13,Puente de Vallecas,POINT (-3.6666343 40.3950237)
Las Cubas,18,Villa de Vallecas,POINT (-3.6194517 40.3734471)
Las Cubas,1,Centro,POINT (-3.7225575 40.4221017)
Las Cuevas de Luis Candelas,1,Centro,POINT (-3.7081461 40.4148583)
Las Cuevas del Duque,7,Chamberí,POINT (-3.7126286 40.4261497)
Las Delicias del Jamón,1,Centro,POINT (-3.7143337 40.421385)
Las Gaviotas,1,Centro,POINT (-3.7095408 40.4245952)
Las Jarritas,6,Tetuán,POINT (-3.6950515 40.4538796)
Las Marismas,1,Centro,POINT (-3.7264511 40.4143452)
Las Moreras,21,Barajas,POINT (-3.5348108 40.4472122)
Las Murallas,10,Latina,POINT (-3.7554134 40.3929579)
Las Pecas: Tex-Mex pizza,10,Latina,POINT (-3.7682195 40.39538)
Las Reses,7,Chamberí,POINT (-3.692978 40.4274405)
Las Rocas,2,Arganzuela,POINT (-3.7083181 40.3925011)
Las Tablas,1,Centro,POINT (-3.7136476 40.4219357)
Las Tapas del Real,1,Centro,POINT (-3.7106133 40.4188394)
Las Tortillas de Gabino,7,Chamberí,POINT (-3.6940077 40.4338765)
Las Uvas Dulces,1,Centro,POINT (-3.7099899 40.4161153)
Las Viñas,1,Centro,POINT (-3.7165501 40.4072632)
Las amigas,13,Puente de Vallecas,POINT (-3.6608743 40.3914342)
Las tapas de bacalao,2,Arganzuela,POINT (-3.6868808 40.3861144)
Lateral,4,Salamanca,POINT (-3.6876199 40.43351)
Lateral,4,Salamanca,POINT (-3.6840453 40.4285634)
Lateral,6,Tetuán,POINT (-3.6890173 40.4786792)
Lateral,1,Centro,POINT (-3.7096839 40.4160238)
Lateral Fuencarral,1,Centro,POINT (-3.7011148 40.4232062)
Lateral Santa Ana,1,Centro,POINT (-3.7011349 40.4143652)
Latigazo,1,Centro,POINT (-3.6989486 40.4204414)
Lauricca,7,Chamberí,POINT (-3.7004591 40.4309709)
Laventana Verde,16,Hortaleza,POINT (-3.6717396 40.482034)
Lazcano,8,Fuencarral-El Pardo,POINT (-3.7058181 40.4918314)
Le Bistroman Atelier,1,Centro,POINT (-3.710979 40.4172337)
Le Chateau de l'Entrecot,20,San Blas-Canillejas,POINT (-3.6241753 40.4535752)
Le Cocó,1,Centro,POINT (-3.6980068 40.4215857)
Le Coq,4,Salamanca,POINT (-3.6769899 40.4298209)
Le Macao,5,Chamartín,POINT (-3.6917584 40.4518129)
Le Parisien,2,Arganzuela,POINT (-3.6910973 40.4018506)
Le Patrón,1,Centro,POINT (-3.7025877 40.4224857)
Le Petit,7,Chamberí,POINT (-3.6944066 40.4258267)
Le Petit Prince,4,Salamanca,POINT (-3.6740323 40.4243592)
Le coq,1,Centro,POINT (-3.7011176 40.413386)
Le coq,8,Fuencarral-El Pardo,POINT (-3.6746162 40.5057704)
Lechona Don Harol,12,Usera,POINT (-3.7041302 40.3861127)
Lelong Asian Club,1,Centro,POINT (-3.6998826 40.4166641)
Lena,1,Centro,POINT (-3.7076117 40.4222787)
Leomar,1,Centro,POINT (-3.7219308 40.4047626)
Les Mauvais Garçons,1,Centro,POINT (-3.7035137 40.4243343)
Lettera Trattoria Moderna,1,Centro,POINT (-3.6982155 40.4197233)
Lev,1,Centro,POINT (-3.6968191 40.4136197)
Level,1,Centro,POINT (-3.7081664 40.4207781)
Leyenda Oriental,1,Centro,POINT (-3.7091212 40.4192708)
Leña,7,Chamberí,POINT (-3.6916275 40.4389388)
Leña Bar y Restaurante,1,Centro,POINT (-3.6996012 40.4127284)
León V,1,Centro,POINT (-3.7063324 40.4148748)
Lhardy,1,Centro,POINT (-3.7013775 40.4166082)
