name,cod_distrito,distrito,geometry
Cascorro,1,Centro,POINT (-3.7039 40.4165)
Case de Diego,1,Centro,POINT (-3.7039 40.4165)
Casi,16,Hortaleza,POINT (-3.6457 40.4746)
Casquería Oscar,1,Centro,POINT (-3.7039 40.4165)
Castaña,1,Centro,POINT (-3.7039 40.4165)
Castelnuovo,6,Tetuán,POINT (-3.7033 40.4582)
Castizo,1,Centro,POINT (-3.7039 40.4165)
Castizo,14,Moratalaz,POINT (-3.6454 40.4076)
Castizo Velázquez,4,Salamanca,POINT (-3.678 40.4297)
Catalina,3,Retiro,POINT (-3.6767 40.411)
Catire Bello Sushi,14,Moratalaz,POINT (-3.6454 40.4076)
Cava Baja 17,1,Centro,POINT (-3.7039 40.4165)
Cava María,1,Centro,POINT (-3.7039 40.4165)
Cazorla,4,Salamanca,POINT (-3.678 40.4297)
Cazorla,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
Cañas Y Barro,7,Chamberí,POINT (-3.7037 40.4336)
Cañas y Tapas,1,Centro,POINT (-3.7039 40.4165)
Cañas y Tapas,1,Centro,POINT (-3.7039 40.4165)
Cañas y tapas,7,Chamberí,POINT (-3.7037 40.4336)
Cañas y tapas,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
Cebo,1,Centro,POINT (-3.7039 40.4165)
Celicioso,1,Centro,POINT (-3.7039 40.4165)
Celso y Manolo,1,Centro,POINT (-3.7039 40.4165)
Centro,11,Carabanchel,POINT (-3.7409 40.3823)
Cepa,18,Villa de Vallecas,POINT (-3.6279 40.3754)
Ceres,6,Tetuán,POINT (-3.7033 40.4582)
Cervantes,1,Centro,POINT (-3.7039 40.4165)
Cerveceria Angel Luis,12,Usera,POINT (-3.7072 40.381)
Cerveceria Gost,14,Moratalaz,POINT (-3.6454 40.4076)
Cerveceria La Campana,1,Centro,POINT (-3.7039 40.4165)
Cervecería Andalucía,6,Tetuán,POINT (-3.7033 40.4582)
Cervecería Arrocería Orly,1,Centro,POINT (-3.7039 40.4165)
Cervecería Chamberí,7,Chamberí,POINT (-3.7037 40.4336)
Cervecería Costa Verde,10,Latina,POINT (-3.745 40.3967)
Cervecería La Camocha,7,Chamberí,POINT (-3.7037 40.4336)
Cervecería La Ola,7,Chamberí,POINT (-3.7037 40.4336)
