name,cod_distrito,distrito,geometry
El Duero,10,Latina,POINT (-3.745 40.3967)
El Economato,1,Centro,POINT (-3.7039 40.4165)
El Económico,1,Centro,POINT (-3.7039 40.4165)
El Edén Gastrobar,1,Centro,POINT (-3.7039 40.4165)
El Emperador,11,Carabanchel,POINT (-3.7409 40.3823)
El Encuentro,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Enigma,10,Latina,POINT (-3.745 40.3967)
El Ensanche,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El Escaldón,1,Centro,POINT (-3.7039 40.4165)
El Escarpín,1,Centro,POINT (-3.7039 40.4165)
El Escondite Jamonal,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Escondite de Villanueva,4,Salamanca,POINT (-3.678 40.4297)
El Esfuerzo,6,Tetuán,POINT (-3.7033 40.4582)
El Espigón,6,Tetuán,POINT (-3.7033 40.4582)
El Esquinazo,14,Moratalaz,POINT (-3.6454 40.4076)
El Exquisito,16,Hortaleza,POINT (-3.6457 40.4746)
El Flaco,5,Chamartín,POINT (-3.6781 40.4518)
El Fogón,6,Tetuán,POINT (-3.7033 40.4582)
El Fogón Asturiano,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Fogón Verde,1,Centro,POINT (-3.7039 40.4165)
El Fogón de Pedro,19,Vicálvaro,POINT (-3.601 40.4008)
El Fogón de Trifón,4,Salamanca,POINT (-3.678 40.4297)
El Fogón de Usera,12,Usera,POINT (-3.7072 40.381)
El Fontán,1,Centro,POINT (-3.7039 40.4165)
El Frisón,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Frontón de Tito,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Gallego,1,Centro,POINT (-3.7039 40.4165)
El Gallo Canta,1,Centro,POINT (-3.7039 40.4165)
El Gamo,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Gamo,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Garnacho,21,Barajas,POINT (-3.5795 40.4719)
El Garrotín,6,Tetuán,POINT (-3.7033 40.4582)
El Gato,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Gato Persa,1,Centro,POINT (-3.7039 40.4165)
El Gaucho,1,Centro,POINT (-3.7039 40.4165)
El Gaucho,1,Centro,POINT (-3.7039 40.4165)
El Gaucho,1,Centro,POINT (-3.7039 40.4165)
El Goloso Ecuatoriano,10,Latina,POINT (-3.745 40.3967)
El Gran Azul,5,Chamartín,POINT (-3.6781 40.4518)
El Gran Barril,4,Salamanca,POINT (-3.678 40.4297)
El Güelu Madrid,6,Tetuán,POINT (-3.7033 40.4582)
El Hombre Pez,4,Salamanca,POINT (-3.678 40.4297)
El Horno De Juan,7,Chamberí,POINT (-3.7037 40.4336)
El Hortera,1,Centro,POINT (-3.7039 40.4165)
El Horóscopo,2,Arganzuela,POINT (-3.6975 40.3989)
El Huarique,10,Latina,POINT (-3.745 40.3967)
El Huerto de Lucas - Mercado ecológico,1,Centro,POINT (-3.7039 40.4165)
El Hórreo Asturiano,6,Tetuán,POINT (-3.7033 40.4582)
El Hórreo de Llanes,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Imparcial,1,Centro,POINT (-3.7039 40.4165)
El Imperio,7,Chamberí,POINT (-3.7037 40.4336)
El Inca,1,Centro,POINT (-3.7039 40.4165)
El Ingenio,1,Centro,POINT (-3.7039 40.4165)
El Inti de Oro,1,Centro,POINT (-3.7039 40.4165)
El Invernadero Rodrigo de la Calle,7,Chamberí,POINT (-3.7037 40.4336)
El Jalapeño,5,Chamartín,POINT (-3.6781 40.4518)
El Jamonal,1,Centro,POINT (-3.7039 40.4165)
El Japo,7,Chamberí,POINT (-3.7037 40.4336)
El Jardín,1,Centro,POINT (-3.7039 40.4165)
El Jardín,2,Arganzuela,POINT (-3.6975 40.3989)
El Jardín III,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El Jardín de Arzábal,2,Arganzuela,POINT (-3.6975 40.3989)
El Jardín de La Máquina,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Jardín de Orfila,7,Chamberí,POINT (-3.7037 40.4336)
El Jardín de Somontes,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Jardín del Palacio,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Jeque,1,Centro,POINT (-3.7039 40.4165)
El K-pricho,10,Latina,POINT (-3.745 40.3967)
El Kiosco Del Pan,4,Salamanca,POINT (-3.678 40.4297)
El Kiosko,16,Hortaleza,POINT (-3.6457 40.4746)
El Kiosko,7,Chamberí,POINT (-3.7037 40.4336)
El Kiosko,4,Salamanca,POINT (-3.678 40.4297)
El Kiosko Valdebebas,16,Hortaleza,POINT (-3.6457 40.4746)
El Labrador,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Labriego,1,Centro,POINT (-3.7039 40.4165)
El Lacón,1,Centro,POINT (-3.7039 40.4165)
El Lagar,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Landó,1,Centro,POINT (-3.7039 40.4165)
El Laurel Natural,3,Retiro,POINT (-3.6767 40.411)
El León de Oro,1,Centro,POINT (-3.7039 40.4165)
El Liberal,21,Barajas,POINT (-3.5795 40.4719)
El Limonero,6,Tetuán,POINT (-3.7033 40.4582)
El Luarqués,1,Centro,POINT (-3.7039 40.4165)
El Lugar de Martina,1,Centro,POINT (-3.7039 40.4165)
El Lugarcito,7,Chamberí,POINT (-3.7037 40.4336)
El Madroño,1,Centro,POINT (-3.7039 40.4165)
El Madroño,1,Centro,POINT (-3.7039 40.4165)
El Manantial,1,Centro,POINT (-3.7039 40.4165)
El Mandil,1,Centro,POINT (-3.7039 40.4165)
El Marginal,3,Retiro,POINT (-3.6767 40.411)
El Maño,7,Chamberí,POINT (-3.7037 40.4336)
El Mentidero de la Villa,7,Chamberí,POINT (-3.7037 40.4336)
El Mercado de Montiz,10,Latina,POINT (-3.745 40.3967)
El Merendero,10,Latina,POINT (-3.745 40.3967)
El Mesón de Fuencarral,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Mirador de Alma,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Mirador de Legazpi,2,Arganzuela,POINT (-3.6975 40.3989)
El Molino,6,Tetuán,POINT (-3.7033 40.4582)
El Mollete,1,Centro,POINT (-3.7039 40.4165)
El Mono de la Pila,1,Centro,POINT (-3.7039 40.4165)
El Mundo,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El Nido,16,Hortaleza,POINT (-3.6457 40.4746)
El Nido,4,Salamanca,POINT (-3.678 40.4297)
El Ninot,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Nuevo Zaguan,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Oso,16,Hortaleza,POINT (-3.6457 40.4746)
El Padre,4,Salamanca,POINT (-3.678 40.4297)
El Palike,4,Salamanca,POINT (-3.678 40.4297)
El Papelón,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Papelón,1,Centro,POINT (-3.7039 40.4165)
El Paraguas,4,Salamanca,POINT (-3.678 40.4297)
El Parque,7,Chamberí,POINT (-3.7037 40.4336)
El Parque,10,Latina,POINT (-3.745 40.3967)
El Patio,1,Centro,POINT (-3.7039 40.4165)
El Patio,16,Hortaleza,POINT (-3.6457 40.4746)
El Patio de Atocha,1,Centro,POINT (-3.7039 40.4165)
El Patio de La Tomasa,7,Chamberí,POINT (-3.7037 40.4336)
El Patio del Fisgón,7,Chamberí,POINT (-3.7037 40.4336)
El Patio del Fisgón,4,Salamanca,POINT (-3.678 40.4297)
El Patio del Indiano,19,Vicálvaro,POINT (-3.601 40.4008)
El Pato Mudo,1,Centro,POINT (-3.7039 40.4165)
El Patrón Taquería,1,Centro,POINT (-3.7039 40.4165)
El Pelotari,1,Centro,POINT (-3.7039 40.4165)
El Peregrino,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Perejil,16,Hortaleza,POINT (-3.6457 40.4746)
El Perro Gamberro,4,Salamanca,POINT (-3.678 40.4297)
El Perro Y La Galleta Castelló,4,Salamanca,POINT (-3.678 40.4297)
El Perro y La Galleta - Restaurante Retiro,4,Salamanca,POINT (-3.678 40.4297)
El Perro y La Galleta - Restaurante en Chamberí Madrid,7,Chamberí,POINT (-3.7037 40.4336)
El Perro y La Galleta - Restaurante en Valdebebas,16,Hortaleza,POINT (-3.6457 40.4746)
El Perro y la Galleta,7,Chamberí,POINT (-3.7037 40.4336)
El Perro y la Galleta - Restaurante en Malasaña,1,Centro,POINT (-3.7039 40.4165)
El Pescador,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Pescaíto,4,Salamanca,POINT (-3.678 40.4297)
El Pez Gordo,1,Centro,POINT (-3.7039 40.4165)
El Pezcador,1,Centro,POINT (-3.7039 40.4165)
El Pico,7,Chamberí,POINT (-3.7037 40.4336)
El Picoteo de Malasaña,7,Chamberí,POINT (-3.7037 40.4336)
El Pimiento Verde,4,Salamanca,POINT (-3.678 40.4297)
El Pinar,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Pinchito,5,Chamartín,POINT (-3.6781 40.4518)
El Piornal,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Pitaco,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Porche,21,Barajas,POINT (-3.5795 40.4719)
El Porrón Canalla,1,Centro,POINT (-3.7039 40.4165)
El Porto,10,Latina,POINT (-3.745 40.3967)
El Prado prado,11,Carabanchel,POINT (-3.7409 40.3823)
El Puchero,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El Puerto de Vigo,7,Chamberí,POINT (-3.7037 40.4336)
El Quinto Gallego,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Qüenco de Pepa,5,Chamartín,POINT (-3.6781 40.4518)
El Racó,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Ranchito,10,Latina,POINT (-3.745 40.3967)
El Rancho,2,Arganzuela,POINT (-3.6975 40.3989)
El Rancho de Santa África,6,Tetuán,POINT (-3.7033 40.4582)
El Ratito,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Refugio,7,Chamberí,POINT (-3.7037 40.4336)
El Rescoldo,4,Salamanca,POINT (-3.678 40.4297)
El Respiro,1,Centro,POINT (-3.7039 40.4165)
El Retoñar,7,Chamberí,POINT (-3.7037 40.4336)
El Rey de las Tortillas,7,Chamberí,POINT (-3.7037 40.4336)
El Ricón De La Tortilla Bar & Café,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El Rincon del Chifa,10,Latina,POINT (-3.745 40.3967)
El Rinconcito Andaluz,14,Moratalaz,POINT (-3.6454 40.4076)
El Rincón,1,Centro,POINT (-3.7039 40.4165)
El Rincón Asturiano,2,Arganzuela,POINT (-3.6975 40.3989)
El Rincón Asturiano,2,Arganzuela,POINT (-3.6975 40.3989)
El Rincón Barriero,11,Carabanchel,POINT (-3.7409 40.3823)
El Rincón Criollo,11,Carabanchel,POINT (-3.7409 40.3823)
El Rincón Gourmet,6,Tetuán,POINT (-3.7033 40.4582)
El Rincón Guanako,12,Usera,POINT (-3.7072 40.381)
El Rincón Murciano,4,Salamanca,POINT (-3.678 40.4297)
El Rincón Tulueño,11,Carabanchel,POINT (-3.7409 40.3823)
El Rincón Venezolano,6,Tetuán,POINT (-3.7033 40.4582)
El Rincón de Anita,5,Chamartín,POINT (-3.6781 40.4518)
El Rincón de Asturias,2,Arganzuela,POINT (-3.6975 40.3989)
El Rincón de E&C,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Rincón de Esteban,1,Centro,POINT (-3.7039 40.4165)
El Rincón de Jaén,4,Salamanca,POINT (-3.678 40.4297)
El Rincón de Jaén,4,Salamanca,POINT (-3.678 40.4297)
El Rincón de Jaén IV,4,Salamanca,POINT (-3.678 40.4297)
El Rincón de Pacífico,3,Retiro,POINT (-3.6767 40.411)
El Rincón de Pangpang,1,Centro,POINT (-3.7039 40.4165)
El Rincón de Pangpang,1,Centro,POINT (-3.7039 40.4165)
El Rincón de Paula 2,17,Villaverde,POINT (-3.6921 40.3401)
El Rincón de Pez,1,Centro,POINT (-3.7039 40.4165)
El Rincón de Rovier,2,Arganzuela,POINT (-3.6975 40.3989)
El Rincón de Ruimi,12,Usera,POINT (-3.7072 40.381)
El Rincón de Sancho,7,Chamberí,POINT (-3.7037 40.4336)
El Rincón de Tetuán,6,Tetuán,POINT (-3.7033 40.4582)
El Rincón de Tirso,1,Centro,POINT (-3.7039 40.4165)
El Rincón de Tony,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El Rincón de la Rodríguez,4,Salamanca,POINT (-3.678 40.4297)
El Rincón de las Tablas,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Rincón de los Cuates,1,Centro,POINT (-3.7039 40.4165)
El Rincón del Aguacate,11,Carabanchel,POINT (-3.7409 40.3823)
El Rincón del Greco,11,Carabanchel,POINT (-3.7409 40.3823)
El Rincón del Maestro,5,Chamartín,POINT (-3.6781 40.4518)
El Rincón del Marqués,2,Arganzuela,POINT (-3.6975 40.3989)
El Rincón del Pinar,16,Hortaleza,POINT (-3.6457 40.4746)
El Rincón del Quijote,17,Villaverde,POINT (-3.6921 40.3401)
El Rincón del Situ,6,Tetuán,POINT (-3.7033 40.4582)
El Roble,2,Arganzuela,POINT (-3.6975 40.3989)
El Rocío,1,Centro,POINT (-3.7039 40.4165)
El Rodizio,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Rompido,6,Tetuán,POINT (-3.7033 40.4582)
El Rosario,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Rábano,1,Centro,POINT (-3.7039 40.4165)
El Sabroso,3,Retiro,POINT (-3.6767 40.411)
El Sabroso,2,Arganzuela,POINT (-3.6975 40.3989)
El Sainete,1,Centro,POINT (-3.7039 40.4165)
El Salón de Otoño,2,Arganzuela,POINT (-3.6975 40.3989)
El Sanabrés,16,Hortaleza,POINT (-3.6457 40.4746)
El Santiamén,7,Chamberí,POINT (-3.7037 40.4336)
El Secreto,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El Secreto de Castilla,1,Centro,POINT (-3.7039 40.4165)
El Secreto de Dora,11,Carabanchel,POINT (-3.7409 40.3823)
El Senador,1,Centro,POINT (-3.7039 40.4165)
El Senador,1,Centro,POINT (-3.7039 40.4165)
El Sexto Sol,11,Carabanchel,POINT (-3.7409 40.3823)
El Señor de Mayca,10,Latina,POINT (-3.745 40.3967)
El Señor de los Milagros,10,Latina,POINT (-3.745 40.3967)
El Señor de los Milagros,10,Latina,POINT (-3.745 40.3967)
El Soportal,1,Centro,POINT (-3.7039 40.4165)
El Subastero de Málaga,1,Centro,POINT (-3.7039 40.4165)
El Séptimo,4,Salamanca,POINT (-3.678 40.4297)
El Taller Gourmet,13,Puente de Vallecas,POINT (-3.6622 40.3851)
El Tarugo,2,Arganzuela,POINT (-3.6975 40.3989)
El Tejar de Somontes,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Teleno,3,Retiro,POINT (-3.6767 40.411)
El Telégrafo,5,Chamartín,POINT (-3.6781 40.4518)
El Tendido,7,Chamberí,POINT (-3.7037 40.4336)
El Tendido 2,7,Chamberí,POINT (-3.7037 40.4336)
El Tenedor,2,Arganzuela,POINT (-3.6975 40.3989)
El Tenedor de Oro,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Tigre del Norte,1,Centro,POINT (-3.7039 40.4165)
El Timon del Terraza,11,Carabanchel,POINT (-3.7409 40.3823)
El Tizón,2,Arganzuela,POINT (-3.6975 40.3989)
El Toledano,14,Moratalaz,POINT (-3.6454 40.4076)
El Tonel,11,Carabanchel,POINT (-3.7409 40.3823)
El Toril,7,Chamberí,POINT (-3.7037 40.4336)
El Tormo,1,Centro,POINT (-3.7039 40.4165)
El Torreón,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Trasgu,19,Vicálvaro,POINT (-3.601 40.4008)
El Triángulo de las Verduras,1,Centro,POINT (-3.7039 40.4165)
El Tronco,1,Centro,POINT (-3.7039 40.4165)
El Trébol Pizzas y Empanadas Estilo Argentino,1,Centro,POINT (-3.7039 40.4165)
El Tuga,7,Chamberí,POINT (-3.7037 40.4336)
El Urogallo,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Urogallo,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Urogallo,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Vagón de la Cerveza,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Vagón de la Máquina,4,Salamanca,POINT (-3.678 40.4297)
El Vagón de la Máquina,1,Centro,POINT (-3.7039 40.4165)
El Valle,2,Arganzuela,POINT (-3.6975 40.3989)
El Ventorrillo,1,Centro,POINT (-3.7039 40.4165)
El Vergel,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
El Vermut,12,Usera,POINT (-3.7072 40.381)
El Viajero,1,Centro,POINT (-3.7039 40.4165)
El Viejo Almacén de Buenos Aires,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
El Viejo León,7,Chamberí,POINT (-3.7037 40.4336)
El Virrey de San Telmo II,13,Puente de Vallecas,POINT (-3.6622 40.3851)
El Viva,1,Centro,POINT (-3.7039 40.4165)
El Yate,7,Chamberí,POINT (-3.7037 40.4336)
El Zagal,1,Centro,POINT (-3.7039 40.4165)
El abuelo,5,Chamartín,POINT (-3.6781 40.4518)
El almacén,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El bonito,1,Centro,POINT (-3.7039 40.4165)
El callejón del gato,3,Retiro,POINT (-3.6767 40.411)
El capote,15,Ciudad Lineal,POINT (-3.6517 40.4455)
El cisne azul,1,Centro,POINT (-3.7039 40.4165)
El comedor de La TraMoya,1,Centro,POINT (-3.7039 40.4165)
El encuentro,6,Tetuán,POINT (-3.7033 40.4582)
El jamón de oro,5,Chamartín,POINT (-3.6781 40.4518)
El jardín de Baco 2,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El jardín secreto,14,Moratalaz,POINT (-3.6454 40.4076)
El meson de la Piovera,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El mezcalito,1,Centro,POINT (-3.7039 40.4165)
El olvido,5,Chamartín,POINT (-3.6781 40.4518)
El pajar de Manolita,7,Chamberí,POINT (-3.7037 40.4336)
El paraíso del desierto,3,Retiro,POINT (-3.6767 40.411)
El percebe de Cedeira,6,Tetuán,POINT (-3.7033 40.4582)
El pernil extremeño,13,Puente de Vallecas,POINT (-3.6622 40.3851)
El perro y la galleta,4,Salamanca,POINT (-3.678 40.4297)
El pescador,4,Salamanca,POINT (-3.678 40.4297)
El pimiento verde,7,Chamberí,POINT (-3.7037 40.4336)
El pollito,17,Villaverde,POINT (-3.6921 40.3401)
El portón,11,Carabanchel,POINT (-3.7409 40.3823)
El puente,3,Retiro,POINT (-3.6767 40.411)
El quinto alimento,6,Tetuán,POINT (-3.7033 40.4582)
El quinto pecado,2,Arganzuela,POINT (-3.6975 40.3989)
El rey del pollo,18,Villa de Vallecas,POINT (-3.6279 40.3754)
El rincon de Paula III,17,Villaverde,POINT (-3.6921 40.3401)
El rincón de Malena,16,Hortaleza,POINT (-3.6457 40.4746)
El rincón de los cuates,19,Vicálvaro,POINT (-3.601 40.4008)
El rincón del puchero,11,Carabanchel,POINT (-3.7409 40.3823)
El rinkuncito asturiano,14,Moratalaz,POINT (-3.6454 40.4076)
El tinglao,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El torrezno,2,Arganzuela,POINT (-3.6975 40.3989)
El Águila,1,Centro,POINT (-3.7039 40.4165)
El Álamo,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
El Álamo,11,Carabanchel,POINT (-3.7409 40.3823)
El Ñeru,1,Centro,POINT (-3.7039 40.4165)
Elbe,6,Tetuán,POINT (-3.7033 40.4582)
Elcano,1,Centro,POINT (-3.7039 40.4165)
Elcano,5,Chamartín,POINT (-3.6781 40.4518)
Elemental Bistro,1,Centro,POINT (-3.7039 40.4165)
Elkano Arroz,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
Embassy,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
Ember,1,Centro,POINT (-3.7039 40.4165)
Emma y Julia,1,Centro,POINT (-3.7039 40.4165)
Empanadas Argentinas,16,Hortaleza,POINT (-3.6457 40.4746)
Empanadas Argentinas,6,Tetuán,POINT (-3.7033 40.4582)
En Busca del Tiempo,1,Centro,POINT (-3.7039 40.4165)
En Ca' Amalia,1,Centro,POINT (-3.7039 40.4165)
En Copa de Balón,1,Centro,POINT (-3.7039 40.4165)
En Guay Si,7,Chamberí,POINT (-3.7037 40.4336)
Enbable,5,Chamartín,POINT (-3.6781 40.4518)
Enciso Gastrobar,6,Tetuán,POINT (-3.7033 40.4582)
Enriquetados,2,Arganzuela,POINT (-3.6975 40.3989)
Ensaladas y más,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
Enso Sushi,4,Salamanca,POINT (-3.678 40.4297)
Entre Cáceres y Badajoz,4,Salamanca,POINT (-3.678 40.4297)
Entre Nos,1,Centro,POINT (-3.7039 40.4165)
Entre Pisc y Nazca,1,Centro,POINT (-3.7039 40.4165)
Entre suspiro y suspiro,1,Centro,POINT (-3.7039 40.4165)
Entrevinos,7,Chamberí,POINT (-3.7037 40.4336)
Epoca de Esteban,16,Hortaleza,POINT (-3.6457 40.4746)
Erandique,12,Usera,POINT (-3.7072 40.381)
Erre Que Erre,1,Centro,POINT (-3.7039 40.4165)
Escafandra,7,Chamberí,POINT (-3.7037 40.4336)
Esencia al Cuadrado,1,Centro,POINT (-3.7039 40.4165)
Esfahan,1,Centro,POINT (-3.7039 40.4165)
Esmeralda,6,Tetuán,POINT (-3.7033 40.4582)
Espada Da'Tomaso,3,Retiro,POINT (-3.6767 40.411)
Espetinhos,7,Chamberí,POINT (-3.7037 40.4336)
Estay,4,Salamanca,POINT (-3.678 40.4297)
Esteban,1,Centro,POINT (-3.7039 40.4165)
Estilo II,4,Salamanca,POINT (-3.678 40.4297)
Estilo Poke,4,Salamanca,POINT (-3.678 40.4297)
Estrella Central,3,Retiro,POINT (-3.6767 40.411)
Eu Mundo,15,Ciudad Lineal,POINT (-3.6517 40.4455)
Eurotaco,7,Chamberí,POINT (-3.7037 40.4336)
Eusebios,7,Chamberí,POINT (-3.7037 40.4336)
Everest Tandoori,16,Hortaleza,POINT (-3.6457 40.4746)
Everyday,1,Centro,POINT (-3.7039 40.4165)
Ex Libris,1,Centro,POINT (-3.7039 40.4165)
Excalibur,7,Chamberí,POINT (-3.7037 40.4336)
Expressio Café Restaurante,3,Retiro,POINT (-3.6767 40.411)
Fa Comida Asia Express,6,Tetuán,POINT (-3.7033 40.4582)
Faborit,6,Tetuán,POINT (-3.7033 40.4582)
Faborit,4,Salamanca,POINT (-3.678 40.4297)
Faborit,4,Salamanca,POINT (-3.678 40.4297)
Faborit,6,Tetuán,POINT (-3.7033 40.4582)
Fairuz,6,Tetuán,POINT (-3.7033 40.4582)
Fairuz,6,Tetuán,POINT (-3.7033 40.4582)
Falafelería,1,Centro,POINT (-3.7039 40.4165)
Fame Napoletana Pizzeria,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
Fan Hua,1,Centro,POINT (-3.7039 40.4165)
Fang,2,Arganzuela,POINT (-3.6975 40.3989)
Fantastic V,1,Centro,POINT (-3.7039 40.4165)
Fantástico,2,Arganzuela,POINT (-3.6975 40.3989)
Fanático,4,Salamanca,POINT (-3.678 40.4297)
Fass,5,Chamartín,POINT (-3.6781 40.4518)
Fathe Pur,3,Retiro,POINT (-3.6767 40.411)
Fatiga,4,Salamanca,POINT (-3.678 40.4297)
Fatigas del querer,1,Centro,POINT (-3.7039 40.4165)
Fatigas del querer,1,Centro,POINT (-3.7039 40.4165)
Fayer Madrid,7,Chamberí,POINT (-3.7037 40.4336)
Feito Río,2,Arganzuela,POINT (-3.6975 40.3989)
Felicidades,2,Arganzuela,POINT (-3.6975 40.3989)
Fellina,7,Chamberí,POINT (-3.7037 40.4336)
Ferreiro,6,Tetuán,POINT (-3.7033 40.4582)
Ferrero,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
Fidela,7,Chamberí,POINT (-3.7037 40.4336)
Filandón,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
Filipino Fast Food,6,Tetuán,POINT (-3.7033 40.4582)
Filippo,4,Salamanca,POINT (-3.678 40.4297)
Fina Catalina,7,Chamberí,POINT (-3.7037 40.4336)
Finca Astilbe,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
Finca Lucero,21,Barajas,POINT (-3.5795 40.4719)
Finca Lucero Celebraciones,21,Barajas,POINT (-3.5795 40.4719)
Fisher's,4,Salamanca,POINT (-3.678 40.4297)
Fismuler,7,Chamberí,POINT (-3.7037 40.4336)
Fit Food,7,Chamberí,POINT (-3.7037 40.4336)
Fitz Burger,5,Chamartín,POINT (-3.6781 40.4518)
Flash Flash,4,Salamanca,POINT (-3.678 40.4297)
Flavia,4,Salamanca,POINT (-3.678 40.4297)
Flax + Kale,7,Chamberí,POINT (-3.7037 40.4336)
Flora Barragán,8,Fuencarral-El Pardo,POINT (-3.7084 40.5021)
Flores de Alcachofa,4,Salamanca,POINT (-3.678 40.4297)
Florida,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
Florida Norte,1,Centro,POINT (-3.7039 40.4165)
Florida Retiro,3,Retiro,POINT (-3.6767 40.411)
Focacciamo,1,Centro,POINT (-3.7039 40.4165)
Fogon Doña Juanita II,11,Carabanchel,POINT (-3.7409 40.3823)
Fogones del Perú,4,Salamanca,POINT (-3.678 40.4297)
Fogón & Candela,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
Fogón El Caleyo,18,Villa de Vallecas,POINT (-3.6279 40.3754)
Fokacha,7,Chamberí,POINT (-3.7037 40.4336)
Fonda La Lechuga,1,Centro,POINT (-3.7039 40.4165)
Fonty Bistro,4,Salamanca,POINT (-3.678 40.4297)
Food & Gol,4,Salamanca,POINT (-3.678 40.4297)
Forta pizza bar,4,Salamanca,POINT (-3.678 40.4297)
Fortino,7,Chamberí,POINT (-3.7037 40.4336)
Fortunata,3,Retiro,POINT (-3.6767 40.411)
Fortunata,2,Arganzuela,POINT (-3.6975 40.3989)
Fortuny Home Club,4,Salamanca,POINT (-3.678 40.4297)
Foster Hollywood,7,Chamberí,POINT (-3.7037 40.4336)
Foster's Hollywood,1,Centro,POINT (-3.7039 40.4165)
Foster's Hollywood,11,Carabanchel,POINT (-3.7409 40.3823)
Foster's Hollywood,10,Latina,POINT (-3.745 40.3967)
Foster's Hollywood,2,Arganzuela,POINT (-3.6975 40.3989)
Foster's Hollywood,16,Hortaleza,POINT (-3.6457 40.4746)
Foster's Hollywood,20,San Blas-Canillejas,POINT (-3.6156 40.4397)
Foster's Hollywood,1,Centro,POINT (-3.7039 40.4165)
Foster's Hollywood,6,Tetuán,POINT (-3.7033 40.4582)
Foster's Hollywood,15,Ciudad Lineal,POINT (-3.6517 40.4455)
Foster's Hollywood,11,Carabanchel,POINT (-3.7409 40.3823)
Foster's Hollywood,14,Moratalaz,POINT (-3.6454 40.4076)
Foster's Hollywood,5,Chamartín,POINT (-3.6781 40.4518)
Foster's Hollywood,4,Salamanca,POINT (-3.678 40.4297)
Foster's Hollywood,16,Hortaleza,POINT (-3.6457 40.4746)
Foster's Hollywood,4,Salamanca,POINT (-3.678 40.4297)
Foster's Hollywood,1,Centro,POINT (-3.7039 40.4165)
Foster's Hollywood,13,Puente de Vallecas,POINT (-3.6622 40.3851)
Foster's Hollywood,9,Moncloa-Aravaca,POINT (-3.728 40.4381)
